epoch,decoder_accuracy,decoder_loss,encoder_decoder_total_loss,psnr,rs_bpp,similarity_loss,ssim,val_decoder_accuracy,val_decoder_loss,val_encoder_decoder_total_loss,val_psnr,val_rs_bpp,val_similarity_loss,val_ssim
0,0.5312533378601074,0.7192303538322449,0.8281067609786987,10.5333890914917,0.2500271499156952,0.10887650400400162,0.4480988383293152,0.5481358170509338,0.6858028173446655,0.7130529880523682,15.704218864440918,0.38508665561676025,0.027250073850154877,0.6211025714874268
1,0.6326451301574707,0.6406435370445251,0.6744495630264282,14.857542991638184,1.0611613988876343,0.033805716782808304,0.5855710506439209,0.6827462911605835,0.6145086884498596,0.6484285593032837,14.751787185668945,1.4619702100753784,0.03391984477639198,0.57802414894104
2,0.7356269955635071,0.5266370177268982,0.564627468585968,14.295967102050781,1.8850136995315552,0.03799041360616684,0.5350309610366821,0.7685225009918213,0.48569297790527344,0.5270244479179382,13.923919677734375,2.1481800079345703,0.041331373155117035,0.5282474756240845
3,0.7909970879554749,0.43562138080596924,0.4787236750125885,13.748719215393066,2.3279733657836914,0.04310259222984314,0.4963666796684265,0.81085604429245,0.40180903673171997,0.44911593198776245,13.401468276977539,2.4868481159210205,0.047306884080171585,0.48164355754852295
4,0.8318341970443726,0.35845986008644104,0.41093701124191284,12.935677528381348,2.6546759605407715,0.0524771548807621,0.4358583688735962,0.850466787815094,0.32309845089912415,0.3819043040275574,12.505820274353027,2.803734064102173,0.05880584567785263,0.4035334885120392
