epoch,decoder_accuracy,decoder_loss,encoder_decoder_total_loss,psnr,rs_bpp,similarity_loss,ssim,val_decoder_accuracy,val_decoder_loss,val_encoder_decoder_total_loss,val_psnr,val_rs_bpp,val_similarity_loss,val_ssim
0,0.5405297875404358,0.7157344818115234,0.9314757585525513,7.5558295249938965,0.48635604977607727,0.2157415747642517,0.29687750339508057,0.5829668045043945,0.6799171566963196,0.8050240278244019,9.143165588378906,0.9956018328666687,0.12510700523853302,0.2533509135246277
1,0.6069542169570923,0.6609894037246704,0.7358028292655945,11.582371711730957,1.2834515571594238,0.07481348514556885,0.45126450061798096,0.6519649028778076,0.6401541233062744,0.6960346698760986,12.637669563293457,1.823577880859375,0.0558805949985981,0.4984070658683777
2,0.6761012077331543,0.6011751294136047,0.6643387079238892,12.289257049560547,2.1132140159606934,0.06316366791725159,0.4422832727432251,0.6996365189552307,0.580696702003479,0.6228077411651611,13.888522148132324,2.3956384658813477,0.04211113601922989,0.5425313711166382
3,0.7217597961425781,0.5438514351844788,0.6056767702102661,12.392010688781738,2.6611175537109375,0.0618257038295269,0.42668911814689636,0.7345055341720581,0.5282880067825317,0.5715618133544922,13.844819068908691,2.8140673637390137,0.04327387362718582,0.5147080421447754
4,0.7518348097801208,0.49644404649734497,0.5652765035629272,11.943017959594727,3.0220162868499756,0.06883261352777481,0.3820514678955078,0.7602586150169373,0.4821186065673828,0.531909704208374,13.290963172912598,3.1231043338775635,0.04979114234447479,0.4603194296360016
